2666.5050694579763,1565.1239041252265
2720.4040555663814,1680.6519192693422
2779.9232444531053,1790.5790517877185
2814.2385955624845,1892.9450061651953
2820.9266657843605,1916.1445476556744
2828.7553324951423,1938.959817276661
2859.604265996114,2031.0242621486063
2891.2834127968913,2117.050177213435
2924.626730237513,2197.8078325158426
2941.101384190011,2272.1371876832595
2944.74631498051,2288.952415865691
2951.0089992314843,2305.5038304498357
2961.95854926991,2321.9151984203377
3002.966839415928,2390.0203625198965
3031.1734715327425,2454.1356734211813
3039.9147979561053,2468.780151534554
3054.8190580583,2483.4311241976475
3116.2552464466403,2546.713536422547
3185.4041971573124,2610.582602496024
3219.92335772585,2671.5166780190066
3225.127189839557,2685.35694081452
3256.101751871646,2742.431421920233
3263.0814014973166,2794.496419877941
3262.4651211978535,2841.293290009932
3266.7720969582833,2883.8411707047676
3268.4834921103693,2893.457228739908
3274.3867936882957,2931.5501852347466
3280.5094349506367,2966.4461102063356
3294.4075479605094,2999.242253981753
3318.9260383684077,3031.2106324204187
3328.9408306947266,3060.98365224785
3327.5437891599904,3067.6476556706534
3330.235031327992,3093.9063932363874
3322.188025062394,3116.734556418988
3306.750420049915,3135.736142782081
3292.4003360399324,3151.4025621078663
3285.5303192379356,3154.755756036118
3269.6242553903485,3166.2426059715413
3255.299404312279,3175.148285805615
3247.0395234498237,3182.3374095700365
3245.4316187598592,3188.6468304890186
3243.3452950078877,3194.1166769409056
3249.6762360063103,3199.6726328474465
3266.9409888050486,3206.399468443207
3263.7527910440394,3212.1348007032902
3263.6151514918374,3213.4218094730036
3282.2921211934704,3220.3088406450506
